0 0 0 1 NA
1 1 1 1 185.1
0 1 NA 3 263.9
1 1 0 1 227.4
1 1 0 3 160.6
1 1 0 2 206
1 0 1 NA NA
0 0 0 2 NA
1 1 1 1 NA
0 0 0 1 203.8
1 0 0 1 208
1 0 0 1 NA
1 1 NA 1 189.3
0 NA NA 3 319.8
0 0 0 2 240.4
1 0 1 1 115
1 NA NA 1 NA
1 1 1 1 NA
1 0 0 3 NA
1 1 1 NA 142.8
0 1 0 3 235.1
1 0 0 1 221
0 0 0 3 NA
1 0 0 NA 240.3
NA 1 0 1 NA
1 1 0 1 160
1 NA 0 1 231.5
NA 0 NA 3 254.7
1 0 0 2 NA
1 0 0 1 167.4
1 0 1 1 124
1 NA 0 1 NA
1 0 0 3 NA
NA 0 0 3 186.8
1 1 1 3 NA
0 0 0 1 216.1
0 0 0 1 NA
1 1 0 3 NA
NA 1 1 1 229
0 0 0 3 225.4
0 0 1 2 NA
1 1 1 1 138.5
0 0 0 1 NA
1 NA 1 3 217.6
1 0 0 2 267.6
1 NA 0 NA 273.1
0 NA 0 NA 218.7
1 1 NA 1 216.1
1 1 NA 1 143.3
1 1 0 1 NA
1 0 NA 1 190.8
1 0 0 2 NA
1 1 1 1 NA
1 0 1 3 NA
1 0 1 1 143.3
0 1 0 2 216.5
1 1 0 1 146.1
1 1 1 NA 209.7
1 0 0 2 214.5
1 0 0 1 145
0 1 NA 1 NA
1 0 0 1 210.7
1 1 0 1 NA
NA 0 0 1 NA
1 1 NA 1 219.3
NA 0 0 3 274.2
0 0 0 1 NA
1 1 NA 1 NA
NA 0 0 1 159.3
0 0 0 1 NA
1 0 1 NA NA
NA 1 0 3 258.9
NA NA 1 1 177.1
1 0 0 NA 171.3
1 1 0 1 NA
1 0 1 2 165.1
1 1 0 2 NA
1 1 1 NA NA
1 0 NA 3 216
1 0 0 NA NA
1 0 1 NA NA
1 0 0 3 NA
1 0 0 1 NA
1 NA 0 1 183.7
1 0 NA NA NA
0 0 0 2 243.1
0 NA NA 1 220.3
1 1 1 1 145.5
1 0 0 1 107.9
1 NA NA 1 158.6
NA 1 0 NA NA
NA 1 1 2 NA
1 1 0 1 183.8
1 1 NA 1 170.4
1 1 NA NA 246
0 0 0 3 302
1 0 1 NA 142.9
0 0 NA 1 NA
NA 1 0 1 138.4
1 1 0 2 149.2
1 1 NA NA 213.3
1 0 NA 1 191.6
0 1 0 3 NA
1 0 0 1 168.5
1 0 0 3 182.6
NA 0 0 2 223.6
0 0 0 2 177.5
0 0 NA NA 246.1
NA 0 NA 1 NA
1 1 1 NA NA
0 0 0 1 232.8
0 0 0 1 NA
1 1 1 1 131.9
1 0 0 1 NA
0 0 0 1 NA
1 1 0 1 133.6
1 0 0 3 145.1
1 NA 0 1 110.2
1 1 0 1 183.8
0 0 0 1 NA
1 1 1 1 152.4
1 1 1 1 199.7
1 1 0 1 NA
0 0 0 NA 259
1 NA 0 1 184.9
1 NA NA 1 NA
1 0 0 1 218
1 1 NA 3 199.6
1 0 0 1 NA
1 0 1 1 148.7
0 0 NA 1 247.3
1 1 1 1 186.2
0 0 NA NA 174.2
NA 1 0 3 239.9
1 0 0 1 NA
1 1 1 1 167.1
1 0 0 3 NA
0 0 0 1 203.9
1 1 0 NA 224.2
0 0 0 NA NA
NA 1 0 1 NA
1 1 1 1 NA
1 NA 0 1 183.9
1 1 NA NA 169.8
NA 1 0 1 176.5
1 1 0 3 259
NA 0 NA 3 288.2
NA 1 1 2 230
1 NA 1 NA 195.7
1 0 1 NA 145
0 0 NA 3 228.8
1 0 0 3 279.2
1 1 1 1 NA
1 NA 0 3 211
1 1 1 NA 183.7
1 1 1 NA 144.4
0 0 0 1 185.4
1 1 1 3 NA
1 0 0 2 NA
1 0 0 1 177.3
1 1 NA NA NA
0 1 1 1 NA
1 0 0 NA NA
1 1 0 NA NA
1 1 1 1 186.7
1 1 0 1 NA
NA 1 1 NA NA
1 1 NA 1 NA
0 0 NA 1 NA
1 1 0 1 178.5
1 1 NA NA NA
1 1 0 3 192.6
1 0 0 1 NA
0 0 0 NA NA
1 0 0 1 254.8
NA 1 1 NA NA
1 1 0 1 NA
1 0 NA 1 117
0 0 NA NA NA
1 0 0 NA NA
1 1 0 3 NA
1 1 1 1 199.8
1 0 0 1 201.8
1 1 0 1 198.1
0 1 0 NA NA
1 1 NA 1 NA
0 0 0 1 205.3
0 1 NA 1 NA
1 0 NA 1 131.6
1 0 NA NA NA
1 0 NA 2 NA
1 1 NA 1 231.7
1 0 NA 3 236.4
1 1 NA NA NA
NA 1 NA 1 NA
1 0 0 2 167.2
1 1 0 NA 238.3
1 0 0 1 176.5
1 0 0 1 NA
1 1 1 3 NA
1 0 0 1 NA
0 0 0 NA 225.9
1 1 0 1 223
1 0 1 1 215.5
1 0 0 2 NA
1 1 0 2 221.4
0 0 0 NA NA
0 0 0 3 NA
NA NA 0 1 197.5
0 1 NA 2 240.5
1 1 1 1 180.7
1 1 0 NA 212.9
1 0 0 1 187.9
1 1 0 NA NA
1 0 NA 1 189.1
0 0 0 NA NA
0 0 0 3 240.2
1 NA 1 NA 146.5
1 0 1 1 NA
1 1 1 1 166.1
1 1 NA 3 NA
1 1 0 1 195.8
1 0 1 1 177.8
1 1 NA NA NA
0 0 0 NA NA
NA 1 0 2 252.1
0 0 0 1 144.5
1 1 1 3 234.3
1 0 0 1 NA
1 1 0 1 158.5
1 1 NA 1 NA
1 0 1 1 NA
0 NA NA 3 262.6
1 NA 1 1 NA
1 1 0 1 170.9
1 1 NA 1 176.1
1 NA 1 1 133.7
1 NA 0 2 291.2
0 0 NA 1 NA
1 1 NA 2 164
1 0 0 NA 203.4
1 1 0 NA 212.9
1 0 NA 1 NA
1 0 0 1 NA
NA 1 0 NA 221.3
1 1 0 1 NA
0 1 0 1 162
1 0 0 NA 175.6
1 1 0 1 194.2
1 1 1 3 NA
0 1 0 1 NA
1 0 1 1 210.4
1 1 0 2 221.8
0 0 0 1 285.5
1 1 NA 1 NA
0 0 NA 3 202
1 0 0 2 NA
1 1 0 1 156.2
1 1 NA 1 190
1 1 1 3 NA
1 1 NA NA 146.7
